text,clean_text,spam
"Subject: re : pending approval for ibuyit request for wincenty ( vince )  kaminski : eva : remedy 412144  vince ,  welcome to ibuyit , enron ' s integrated procurement through payment solution .  your ibuyit security form has been processed . here is your ibuyit  eprocurement logon information :  user id : po 0503778  password : your date of birth ( format : yyyymmdd - - 19670120 for january 20 ,  1967 )  important : when you first log on to ibuyit eprocurement , you will be prompted  to change your password . you may use the same password you enter when logging  on to other sap - related applications , e . g . , ehronline . should you select a  new password , your password in other sap - related applications will  automatically reset . you only need one password for your sap user id ( pid ) .  ready to launch ibuyit eprocurement ? access it from the ibuyit portal :  for step - by - step documentation on ibuyit eprocurement , click here :  for help , call the isc call center at 713 - 345 - 4727 .  if you have any question regarding this request , please contact sap security .  thanks !  from : raul davila / enron @ enronxgate on 04 / 19 / 2001 06 : 02 pm  to : sap security @ enron  cc :  subject : re : pending approval for ibuyit request for wincenty ( vince )  kaminski : eva : remedy 412144  approved  - - - - - original message - - - - -  from : tow , eva on behalf of sap security  sent : thursday , april 19 , 2001 5 : 39 pm  to : davila , raul  cc : vkamins @ enron . com ; crenshaw , shirley  subject : re : pending approval for ibuyit request for wincenty ( vince )  kaminski : eva : remedy 412144  raul ,  raul ,  vince kaminiski is requesting acces to the technical view for catalog along  with the ibuyit approval role . this is pending your approval . please send  your response to sap security .  thanks !  shirley crenshaw @ ect  04 / 19 / 2001 03 : 01 pm  to : sapsecurity @ enron . com  cc : vince j kaminski / hou / ect @ ect  subject : ibuyit form  attached please find the completed form for vince kaminski , managing  director , research group .  he will be approving all purchases for cost center 107043 .  >  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 04 / 19 / 2001  02 : 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : debbie skinner / enron @ enronxgate on 04 / 19 / 2001 02 : 52 pm  to : shirley crenshaw / houston / eott @ eott , shirley crenshaw / hou / ect @ ect  cc :  subject : ibuyit form  hi shirley  there were two shirleys , so sending to both  >  isc help desk",pending approval ibuyit request wincenty vince kaminski eva remedy 412144 vince welcome ibuyit enron integrated procurement through payment solution ibuyit security form processed here ibuyit eprocurement logon information user 0503778 password date birth format yyyymmdd 19670120 january 1967 important first log ibuyit eprocurement prompted change password may use same password enter logging sap related applications ehronline should select password password sap related applications automatically reset need password sap user pid ready launch ibuyit eprocurement access ibuyit portal step step documentation ibuyit eprocurement click here help call isc call center 713 345 4727 question regarding request please contact sap security thanks raul davila enron enronxgate 2001 sap security enron pending approval ibuyit request wincenty vince kaminski eva remedy 412144 approved original message tow eva behalf sap security sent thursday april 2001 davila raul vkamins enron com crenshaw shirley pending approval ibuyit request wincenty vince kaminski eva remedy 412144 raul raul vince kaminiski requesting acces technical view catalog along ibuyit approval role pending approval please send response sap security thanks shirley crenshaw ect 2001 sapsecurity enron com vince kaminski hou ect ect ibuyit form attached please find completed form vince kaminski managing director research group approving purchases cost center 107043 forwarded shirley crenshaw hou ect 2001 debbie skinner enron enronxgate 2001 shirley crenshaw houston eott eott shirley crenshaw hou ect ect ibuyit form shirley two shirleys sending both isc help desk,0
"Subject: in the heart of your business !  corporate image can say a lot of things about your  company . contemporary rhythm of life is too dynamic . sometimes it takes only  several seconds for your company to be remembered or to be iost among  competitors . get your ioqo , business stationery or website done riqht  now ! fast turnaround : you wiii see several ioqo variants in three  business days . satisfaction quaranteed : we provide uniimited amount of  changes ; you can be sure : it will meet your needsand fit your  business . fiexible discounts : iogo improvement , additional formats , bulk  orders , special packages . creative design for competitive price : have a look at it right  now ! _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",heart business corporate image say lot things company contemporary rhythm life too dynamic sometimes takes several seconds company remembered iost among competitors get ioqo business stationery website done riqht now fast turnaround wiii see several ioqo variants three business days satisfaction quaranteed provide uniimited amount changes sure meet needsand fit business fiexible discounts iogo improvement additional formats bulk orders special packages creative design competitive price look right now interested,1
"Subject: viagra is it the right medication for you !  welcome to the beginning of your sexual life using viagra !  money can ' t buy you happiness , but poverty can ' t buy you anything .  we ' ll either hang together or we ' ll hang separately .  to him that you tell your secret you resign your liberty .  unlike human beings , computers possess the truly profound stupidity of the inanimate .",viagra right medication welcome beginning sexual life using viagra money buy happiness poverty buy anything either hang together hang separately him tell secret resign liberty unlike human beings computers possess truly profound stupidity inanimate,1
"Subject: candlestick charts  fyi fallout  - - - - - - - - - - - - - - - - - - - - - - forwarded by mike a roberts / hou / ect on 05 / 04 / 2001  02 : 05 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : sue neville / enron @ enronxgate on 05 / 04 / 2001 02 : 02 pm  to : mike a roberts / hou / ect @ ect  cc : lee ferrell / enron @ enronxgate , kent miller / et & s / enron @ enron  subject : candlestick charts  mike ,  i work for enron transportation and storage in their storage marketing  group . my group has been using technical analysis from your website to help  make daily storage trading revenue decisions . on your web site , you  indicated you would be discontinueing some of the information we use . we had  interviewed external technical service profiders , and chose not to buy their  service because we had your information available to us to help us make  financial decisions . specifically , we need the candlestick charts and  analysis on natural gas , and we also need the elliot wave analysis on natural  gas .  can you please reconsider your decision to discontinue the technical analysis  data aforementioned ?  sue neville  director , storage marketing  ets",candlestick charts fyi fallout forwarded mike roberts hou ect 2001 sue neville enron enronxgate 2001 mike roberts hou ect ect lee ferrell enron enronxgate kent miller enron enron candlestick charts mike work enron transportation storage storage marketing group group using technical analysis website help make daily storage trading revenue decisions web site indicated discontinueing some information use interviewed external technical service profiders chose buy service because information available help make financial decisions specifically need candlestick charts analysis natural gas need elliot wave analysis natural gas please reconsider decision discontinue technical analysis data aforementioned sue neville director storage marketing ets,0
"Subject: mid - year 2000 performance feedback  note : you will receive this message each time you are selected as a reviewer .  you have been selected to participate in the mid - year 2000 performance  management process by providing meaningful feedback on specific employee ( s )  that have been identified for you . your feedback plays an important role in  the performance management process , and your participation is very critical  to the success of enron ' s performance management goals .  please provide feedback on the employee ( s ) listed below by accessing the  performance management system ( pep ) and completing an online feedback form as  described in the "" performance management quick reference guide "" . you may  begin your feedback input immediately . please have all feedback forms  completed by the date noted below .  if you have any questions regarding pep or your responsibility in the  process , please call the pep help desk at the following numbers :  in the u . s . : 1 - 713 - 853 - 4777 , option 4  in europe : 44 - 207 - 783 - 4040 , option 4  in canada : 1 - 403 - 974 - 6724 ( canada employees only )  or e - mail your questions to : perfmgmt @ enron . com  thank you for your participation in this important process .  the following list of employees is a cumulative list of all feedback  requests , by operating company , that have an "" open "" feedback status . an  employee ' s name will no longer appear once you have completed the feedback  form and select the "" submit "" button in pep .  review group : enron  feedback due date : jun 16 , 2000  employee name supervisor name date selected  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  ahmad , anjam dale surbey may 22 , 2000  carson , margaret m james d steffes may 26 , 2000  carson , richard l richard b buy may 22 , 2000  crenshaw , shirley j wincenty j . kaminski may 24 , 2000  ghosh , soma timothy davies may 31 , 2000  kaminski , wincenty j . john j lavorato jun 05 , 2000  thuraisingham , ravi vasant shanbhogue may 30 , 2000  vernon , clayton j vasant shanbhogue may 26 , 2000  yuan , ding richard l carson jun 02 , 2000  zipter , rudi c theodore r murphy may 25 , 2000",mid year 2000 performance feedback note receive message each selected reviewer selected participate mid year 2000 performance management process providing meaningful feedback specific employee identified feedback plays important role performance management process participation critical success enron performance management goals please provide feedback employee listed below accessing performance management system pep completing online feedback form described performance management quick reference guide may begin feedback input immediately please feedback forms completed date noted below questions regarding pep responsibility process please call pep help desk following numbers 713 853 4777 option europe 207 783 4040 option canada 403 974 6724 canada employees mail questions perfmgmt enron com thank participation important process following list employees cumulative list feedback requests operating company open feedback status employee name longer appear once completed feedback form select submit button pep review group enron feedback due date jun 2000 employee name supervisor name date selected ahmad anjam dale surbey may 2000 carson margaret james steffes may 2000 carson richard richard buy may 2000 crenshaw shirley wincenty kaminski may 2000 ghosh soma timothy davies may 2000 kaminski wincenty john lavorato jun 2000 thuraisingham ravi vasant shanbhogue may 2000 vernon clayton vasant shanbhogue may 2000 yuan ding richard carson jun 2000 zipter rudi theodore murphy may 2000,0
Subject: claim a free $ 25 kmart ( r ) gift card !  you are receiving this mailing because you are a  member of sendgreatoffers . com and subscribed as : jm @ netnoteinc . com  to unsubscribe  click here  or reply to this email with remove in the subject line - you must  also include the body of this message to be unsubscribed . any correspondence about  the products / services should be directed to  the company in the ad .  % em % jm @ netnoteinc . com % / em % ,claim free kmart gift card receiving mailing because member sendgreatoffers com subscribed netnoteinc com unsubscribe click here reply email remove line must include body message unsubscribed correspondence products services should directed company netnoteinc com,1
"Subject: re : holidays and vacations  tanya ,  no problem .  vince  tanya tamarchenko  11 / 20 / 2000 02 : 52 pm  to : shirley crenshaw / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : re : holidays and vacations  shirley ,  i am planning to take the following days off in december :  12 / 21 , 12 / 22 , 12 / 27 , 12 / 28 .  i ' d like to take 12 / 21 as discretionary day , and 3 other days as vacation  days .  tanya",holidays vacations tanya problem vince tanya tamarchenko 2000 shirley crenshaw hou ect ect vince kaminski hou ect ect holidays vacations shirley planning take following days off december like take discretionary day days vacation days tanya,0
"Subject: re : schedule and more . .  jinbaek ,  may 30 sounds good . i shall inform our hr department .  i don ' t see any project i could get going with your advisor on such a short  notice .  when you come here you can determine in what area he could make  the biggest contribution to enron . i shall call or e - mail  him independently and talk to him .  vince  "" jinbaek kim "" on 05 / 07 / 2001 02 : 25 : 53 am  to :  cc :  subject : schedule and more . .  dr . kaminski ,  i think i ' ll be able to start work from the last week of may ,  but not from monday ,  probably , i ' ll be able to work from 5 / 30 ( wed ) .  will it be good ? i know it is not that much earlier than i mentioned . . 6 / 4  i am sorry .  and actually , there is an e - business conference at haas school of business ,  organized by my advisor  could you distribute the link and the attached invitation letter to groups  interested in e - business and especially procurement ?  the link is as following .  i am afraid you might forgot this i told you in the last email . . .  my advisor ( arie segev at haas school of business ; segev @ haas . berkeley . edu )  wants me to ask whether you have any idea on joint research with him  during the summer , while i am staying there .  his interest is in e - business . . ( what else . . ? )  and has expertise in e - procurement system and marketplace . . .  xml based standard such as obi , cxml , xcbl , rosettanet , biztalk . .  system interoperability study , auction and negotiation , workflow system ,  e - catalog management , digital signature , edi , etc etc . . .  many technical aspects of e - business . . .  he wants to do some kind of technical case study  that is beneficial for both enron and him .  he may travel one or two times to houston to have a meeting during the  summer .  ( and to be frankly , this will be good for me too ,  because i can have a meeting for my dissertation while he is in houston . . )  could you think about the possibility of joint research , with him ?  thank you . .  sincerely ,  jinbaek  - fcp - invite . pdf",schedule jinbaek may sounds good shall inform department don see project get going advisor such short notice come here determine area make biggest contribution enron shall call mail him independently talk him vince jinbaek kim 2001 schedule kaminski think able start work last week may monday probably able work wed good know much earlier mentioned sorry actually business conference haas school business organized advisor distribute link attached invitation letter groups interested business especially procurement link following afraid might forgot told last email advisor arie segev haas school business segev haas berkeley edu wants ask whether idea joint research him during summer while staying his interest business else expertise procurement system marketplace xml based standard such obi cxml xcbl rosettanet biztalk system interoperability study auction negotiation workflow system catalog management digital signature edi etc etc many technical aspects business wants some kind technical case study beneficial both enron him may travel two times houston meeting during summer frankly good too because meeting dissertation while houston think possibility joint research him thank sincerely jinbaek fcp invite pdf,0
"Subject: valuation methodology  we ' ve had a request from aa to provide them with some sort of write - up or documentation from our research group on the valuation methodology used on the contingent issuance instrument for 18 million shares that was a part of the raptor transaction completed at the end of march . apparently , this request has come from aa ' s expert in this area ( i believe that his name is dechundra , or something like that . i ' ve probably destroyed the spelling on that . you guys are probably very familiar with him . ) anyway , is there such documentation that we can provide them easily ? if so , let me know so that we can try to get aa finished with their review of the transaction . in talking to our contacts at aa , i believe that their expert will be wanting to talk to you after he reviews the methodology documentation . thanks ,  ron",valuation methodology request provide them some sort write documentation research group valuation methodology used contingent issuance instrument million shares part raptor transaction completed end march apparently request come expert area believe his name dechundra something like probably destroyed spelling guys probably familiar him anyway such documentation provide them easily let know try get finished review transaction talking contacts believe expert wanting talk reviews methodology documentation thanks ron,0
"Subject: perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - end - logo and visuai identity .  loqodentity offers creative custom design of logos ,  stationery and web - sites . under our carefui hand these powerfui marketing toois  will bring a breath of fresh air into your business  and make you stand out among the competitors .  you are just a click  away from your future success . ciick here to see the sampies of our artwork ,  check our prices and hot offers",perfect logo charset koi thinking breathing life business start revamping front end logo visuai identity loqodentity offers creative custom design logos stationery web sites under carefui hand powerfui marketing toois bring breath fresh air business make stand among competitors click away future success ciick here see sampies artwork check prices hot offers,1
"Subject: 4 color printing special  request additional information now ! click here  click here for a printable version of our order form ( pdf format )  phone : ( 626 ) 338 - 8090 fax : ( 626 ) 338 - 8102 e - mail : ramsey @ goldengraphix . com  request additional information now ! click here  click here for a printable version of our order form ( pdf format )  golden graphix & printing 5110 azusa canyon rd . irwindale , ca 91706 this e - mail message is an advertisement and / or solicitation . ",color printing special request additional information now click here click here printable version order form pdf format phone 626 338 8090 fax 626 338 8102 mail ramsey goldengraphix com request additional information now click here click here printable version order form pdf format golden graphix printing 5110 azusa canyon irwindale 91706 mail message advertisement solicitation,1
"Subject: candidate evaluation , wendi germani  please complete the attached form and also let me know if you have an  interest in proceeding with wendi .  thanks !  pam",candidate evaluation wendi germani please complete attached form let know interest proceeding wendi thanks pam,0
"Subject: mgmt 656  enclosed please find the final grade rosters for mgmt 656 . grades are due into our office no later than friday , may 4 .  remember that this is the university deadline for graduating students .  thank you for your help ! - pam ( 713 - 348 - 6223 )  - 656 . doc",mgmt 656 enclosed please find final grade rosters mgmt 656 grades due office later friday may remember university deadline graduating students thank help pam 713 348 6223 656 doc,0
"Subject: update  vince ,  a quick update on job candidates :  1 ) nelson neale : relayed your request to norman , and told nelson that an  offer is in progress . did not mention specific numbers to him .  2 ) charles shen : left a message for him that we would get back to him next  week with details of an offer .  3 ) interviewed by phone tom barkley at thunderbird ( brought to our attention  by enron recruiters there ) . he looks very interesting so i am trying to  schedule a visit to enron for him . he will finish t - bird in december ( mba )  and has a bachelors with honours in mathematics .  have a great weekend .  stinson",update vince quick update job candidates nelson neale relayed request norman told nelson offer progress mention specific numbers him charles shen left message him get back him next week details offer interviewed phone tom barkley thunderbird brought attention enron recruiters looks interesting trying schedule visit enron him finish bird december mba bachelors honours mathematics great weekend stinson,0
"Subject: re : financial engineering associates  it is the special package for options with multiple assets and options on  averages .  - - stinson  vince j kaminski  03 / 06 / 2000 03 : 31 pm  to : stinson gibner / hou / ect @ ect  cc :  subject : financial engineering associates  stinson ,  what is spav ? is it the basket option model ?  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 06 / 2000  03 : 30 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : karla feldman 03 / 06 / 2000 01 : 50 pm  to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect  cc :  subject : financial engineering associates  vince and stinson ,  i checked the file and the maintenance that automatically renews on 4 / 1 / 2000  is for the following products :  all 4 of your @ global licenses  spav  swing  i will go ahead and contact fea and see about getting the renewal invoice for  these . i ' ll send it to shirley for payment once i have it .  the products : @ interest , seapc , and seapp have not been on maintenance for a  while . fea told us a couple of years ago i believe that they do not have  maintenance available for these products any longer . so , you don ' t need to  worry about cancelling @ interest .  also , just fyi - your @ energy . 1 and @ energy . 2 licenses have maintenance  through 10 / 20 / 2000 .  if you have any questions , please let me know . otherwise , i will proceed  with contacting fea about you renewal of the @ global , spav , and swing  licenses .  thanks ,  karla",financial engineering associates special package options multiple assets options averages stinson vince kaminski 2000 stinson gibner hou ect ect financial engineering associates stinson spav basket option model vince forwarded vince kaminski hou ect 2000 karla feldman 2000 vince kaminski hou ect ect stinson gibner hou ect ect financial engineering associates vince stinson checked file maintenance automatically renews 2000 following products global licenses spav swing ahead contact fea see getting renewal invoice send shirley payment once products interest seapc seapp maintenance while fea told couple years ago believe maintenance available products longer don need worry cancelling interest fyi energy energy licenses maintenance through 2000 questions please let know otherwise proceed contacting fea renewal global spav swing licenses thanks karla,0
"Subject: my new position  i wanted to submit my notice of rotation to the "" fundamental analysis "" group  and thank the fx and country risk group for giving me an opportunity to work  in such exiting learning environment . i really enjoyed being part of the  research group and hope to keep all of the relationships i have developed  throughout my rotation . i am looking forward to my new position as an  opportunity to learn more about the company and to try my abilities in a new  environment . "" fundamental analysis "" group is a new and developing group ,  which will give me an opportunity to develop and grow as an employee .  i understand that it is my responsibility to train the individual who will  be taking my current position . in an effort to make a smooth transition to  my new rotation i will train the new individual and starting december 18 th  will devote my free time to pursue my new job responsibilities . in agreement  with maureen official start date of new rotation is january 2 nd 2001 .  sincerely ,  yana kristal",position wanted submit notice rotation fundamental analysis group thank country risk group giving opportunity work such exiting learning environment really enjoyed being part research group hope keep relationships developed throughout rotation looking forward position opportunity learn company try abilities environment fundamental analysis group developing group give opportunity develop grow employee understand responsibility train individual taking current position effort make smooth transition rotation train individual starting december devote free pursue job responsibilities agreement maureen official start date rotation january 2001 sincerely yana kristal,0
"Subject: re : exotica ( second request )  please see attached :  enron europe  from : sharad agnihotri 09 / 10 / 2000 11 : 56  to : anjam ahmad / lon / ect @ ect  cc : steven leppard / lon / ect @ ect , vince j kaminski / hou / ect @ ect  subject : exotica ( second request )  anjam ,  i have tried to call you on your mobile but with no success .  please make sure you send me the exotica code .  sharad",exotica second request please see attached enron europe sharad agnihotri 2000 anjam ahmad lon ect ect steven leppard lon ect ect vince kaminski hou ect ect exotica second request anjam tried call mobile success please make sure send exotica code sharad,0
"Subject: eol  dan ,  i am forwarding you the summary of the information for eol that we can  provide . i shall talk to risk magazine to settle the  copyright issues .  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 05 / 25 / 2000  05 : 17 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : mike a roberts 05 / 25 / 2000 02 : 56 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : eol  vince -  as a follow - up to this afternoon ' s telephone conversation , the following four  categories of information were discussed with dan diamond for inclusion in  the research group ' s contribution to eol content :  1 . published articles authored by research group members  a . mostly risk magazine stuff  b . copyright issues  2 . research intelligence articles  a . backlog of around 50 articles  b . needs screening prior to release  c . review system in place for future articles  d . weekly  3 . technical analysis  a . cross commodity analyses  b . intranet material ready for internet  c . generic informative content available  4 . streaming video of weather  a . daily 2 - 3 minutes capsule  b . toned - down verson of whats given to traders  c . energy - focused  - - mike",eol dan forwarding summary information eol provide shall talk risk magazine settle copyright issues vince forwarded vince kaminski hou ect 2000 mike roberts 2000 vince kaminski hou ect ect eol vince follow afternoon telephone conversation following four categories information discussed dan diamond inclusion research group contribution eol content published articles authored research group members mostly risk magazine stuff copyright issues research intelligence articles backlog around articles needs screening prior release review system place future articles weekly technical analysis cross commodity analyses intranet material ready internet generic informative content available streaming video weather daily minutes capsule toned down verson whats given traders energy focused mike,0
"Subject: failure notice  hi . this is the qmail - send program at mx 3 . seanet . ro .  i ' m afraid i wasn ' t able to deliver your message to the following addresses .  this is a permanent error ; i ' ve given up . sorry it didn ' t work out .  :  sorry , no mailbox here by that name . ( # 5 . 1 . 1 )  - - - below this line is a copy of the message .  return - path :  received : ( qmail 31261 invoked from network ) ; 19 jul 2005 10 : 58 : 20 - 0000  received : from unknown ( helo nsl . seanet . ro ) ( 192 . 168 . 136 . 2 )  by 0 with smtp ; 19 jul 2005 10 : 58 : 19 - 0000  received : ( qmail 3573 invoked from network ) ; 19 jul 2005 10 : 58 : 19 - 0000  received : from unknown ( helo mailwisconsin . com ) ( 211 . 245 . 27 . 66 )  by nsl . seanet . ro with smtp ; 19 jul 2005 10 : 58 : 18 - 0000  received : from 205 . 214 . 42 . 66  ( squirrelmail authenticated user projecthoneypot @ projecthoneypot . org ) ;  by mailwisconsin . com with http id j 87 gzo 38191017 ;  tue , 19 jul 2005 10 : 57 : 46 + 0000  message - id :  date : tue , 19 jul 2005 10 : 57 : 46 + 0000  subject : just to her . . .  from : "" barry castillo ""  to : distmetkarmetkar @ seanet . ro  user - agent : squirrelmail / 1 . 4 . 3 a  x - mailer : squirrelmail / 1 . 4 . 3 a  mime - version : 1 . 0  content - type : text / html ; charset = iso - 8859 - 1  content - transfer - encoding : 8 bit  x - priority : 3 ( normal )  importance : normal  soft viagra at $ 1 . 62 per dose  ready to boost your sex life ? positive ?  time to do it right now !  order soft viagra at incredibly low prices  startinq at $ 1 . 99 per dose ! unbelivable !",failure notice qmail send program seanet afraid wasn able deliver message following addresses permanent error given sorry didn work sorry mailbox here name below line copy message return path received qmail 31261 invoked network jul 2005 0000 received unknown helo nsl seanet 192 168 136 smtp jul 2005 0000 received qmail 3573 invoked network jul 2005 0000 received unknown helo mailwisconsin com 211 245 nsl seanet smtp jul 2005 0000 received 205 214 squirrelmail authenticated user projecthoneypot projecthoneypot org mailwisconsin com http gzo 38191017 tue jul 2005 0000 message date tue jul 2005 0000 her barry castillo distmetkarmetkar seanet user agent squirrelmail mailer squirrelmail mime version content type text html charset iso 8859 content transfer encoding bit priority normal importance normal soft viagra per dose ready boost sex life positive right now order soft viagra incredibly low prices startinq per dose unbelivable,1
"Subject: re : conference room  kevin  yes , it ' s a good idea .  vince  kevin g moore  02 / 18 / 2000 06 : 56 am  to : vince j kaminski / hou / ect @ ect , shirley crenshaw / hou / ect @ ect , mike a  roberts / hou / ect @ ect  cc :  subject : conference room  goodmorning vince ,  we added a bookcase to the conference room on the 19 th floor  however , due to the departments growth i think we could use  another one .  vince , in the long run it would save us some time .  please let me know if this is okay !  thanks  kevin  moore",conference room kevin yes good idea vince kevin moore 2000 vince kaminski hou ect ect shirley crenshaw hou ect ect mike roberts hou ect ect conference room goodmorning vince added bookcase conference room floor however due departments growth think use another vince long run save some please let know okay thanks kevin moore,0
Subject: viagra is the # 1 med to struggle with mens ' erectile dysfunction .  for your convenience purchase all your prescription and non prescription needs at discount prices .  frustration is one of the greatest things in art ; satisfaction is nothing .  every marriage is happy . its the living together afterward that ' s the challenge .  laughing deeply is living deeply .,viagra med struggle mens erectile dysfunction convenience purchase prescription non prescription needs discount prices frustration greatest things art satisfaction nothing every marriage happy living together afterward challenge laughing deeply living deeply,1
"Subject: good morning  vince ,  attached is a note written by a former phd student of mine . he comments on  the calif power problem and i thought you and others at enron might enjoy  his insights .  john  - california is worth 50 basis points . doc  john d . martin  carr p . collins chair in finance  finance department  baylor university  po box 98004  waco , tx 76798  254 - 710 - 4473 ( office )  254 - 710 - 1092 ( fax )  j _ martin @ baylor . edu  web : http : / / hsb . baylor . edu / html / martinj / home . html",good morning vince attached note written former phd student mine comments calif power problem thought others enron might enjoy his insights john california worth basis points doc john martin carr collins chair finance finance department baylor university box 98004 waco 76798 254 710 4473 office 254 710 1092 fax martin baylor edu web http hsb baylor edu html martinj home html,0
"Subject: re : power play book  vince ,  you are a saint for lending me a copy of your book . i agree with you that we  don ' t want increase there revenues even by a $ 1 . 00 , although my  recommendation ( and mark palmer ' s as well ) is that we should pursue a  rebuttal for the following reasons :  as i mentioned i scoured the internet ( britannica . com , amazon . com , yahoo . com  and dow jones ) and could not find one mention of the book , therefore mr .  mehta ' s distribution must not be wide at all . consequently , his comments may  not have reached a large audience . issuing a rebuttal , may in fact , draw  more attention to the comments and issues then they are currently receiving .  i believe we should proceed with caution , and respond accordingly ( with  counter comments ) only when comments are solicited from us . so far , we have  not received any telephone inquiries from media in relation to mr . mehta ' s  enron bashing . may be we should ' leave the stones unturned ' .  let me know what you think . also , please contact me when it is convenient  for me to borrow the book from you .  regards ,  cindy  vince j kaminski @ ect  10 / 12 / 2000 03 : 38 pm  to : cindy derecskey / corp / enron @ enron  cc : vince j kaminski / hou / ect @ ect  subject : re : power play book  cindy ,  i got a copy of the book and another one is on the way from our officer in  india .  i can lend you the book and you can makes copies of the most important  chapters .  i don ' t think we should be buying too many copies and increasing the sales of  the book .  in general , i think that we should counter the presentations made by mr .  mehta . the person in charge of  our dhabol operation is a stanford graduate and maybe he could obtain an  invitation  to speak at the same forum and present the facts as they are . he should be  here for the management  conference .  vince  from : cindy derecskey @ enron on 10 / 11 / 2000 01 : 30 pm  to : vince j kaminski / hou / ect @ ect  cc : christie patrick / hou / ect @ ect , michael b rosen / hou / ect @ ect  subject : power play book  good afternoon vince ,  christie patrick mentioned to me the conference that your wife recently  attended at stanford . at this coference abahy mehta discussed his / her  recently published book ' power play ' - that certainly does not flatter  enron . i have conducted a search on amazon . com , britannica . com and dow jones  and i am coming up empty handed . would you be kind enough to briefly trouble  your wife to provide any other information she may remember , so i can narrow  my search .  i greatly appreciate it .  regards ,  cindy",power play book vince saint lending copy book agree don want increase revenues even although recommendation mark palmer well should pursue rebuttal following reasons mentioned scoured internet britannica com amazon com yahoo com dow jones find mention book therefore mehta distribution must wide consequently his comments may reached large audience issuing rebuttal may fact draw attention comments issues currently receiving believe should proceed caution respond accordingly counter comments comments solicited far received telephone inquiries media relation mehta enron bashing may should leave stones unturned let know think please contact convenient borrow book regards cindy vince kaminski ect 2000 cindy derecskey corp enron enron vince kaminski hou ect ect power play book cindy got copy book another way officer india lend book makes copies most important chapters don think should buying too many copies increasing sales book general think should counter presentations made mehta person charge dhabol operation stanford graduate maybe obtain invitation speak same forum present facts should here management conference vince cindy derecskey enron 2000 vince kaminski hou ect ect christie patrick hou ect ect michael rosen hou ect ect power play book good afternoon vince christie patrick mentioned conference wife recently attended stanford coference abahy mehta discussed his her recently published book power play certainly does flatter enron conducted search amazon com britannica com dow jones coming empty handed kind enough briefly trouble wife provide information may remember narrow search greatly appreciate regards cindy,0
"Subject: work from home . free info  we need help . we are a 14 year old fortune 500 company , and we have  grown 1000 % ! we cannot keep up . we are looking for individuals who  want to work at home , and make a good living .  so if you are looking to be employed from home with a career that has  vast opportunities , then go :  http : / / www . lotsonet . com / opportunity  and fill out our info form . no experience required , we will train you .  no committment is required by filling out the form , it is for info  only .  http : / / www . lotsonet . com / opportunity  you want to be independent ? then make it happen !  happen !  simply click on the link below for free , no obligated information !  guaranteed !  http : / / www . lotsonet . com / opportunity  to be removed from our link simple go to : ",work home free info need help year old fortune 500 company grown 1000 cannot keep looking individuals want work home make good living looking employed home career vast opportunities http www lotsonet com opportunity fill info form experience required train committment required filling form info http www lotsonet com opportunity want independent make happen happen simply click link below free obligated information guaranteed http www lotsonet com opportunity removed link simple,1
